folio,ano,fondo,region,alcance,razon_social,nombre_fantasia,rut,estado_sira,cuotas_declaradas,monto_garantia,acto_admin_numero,carpeta_folio,convenio_pdf,acto_admin_pdf,certificado_pdf,voucher_pdf,rendicion_pdf,garantia_pdf,confianza_convenio,confianza_acto,confianza_certificado,confianza_voucher,confianza_rendicion,confianza_garantia,n_archivos_encontrados,observaciones,estado_carga
77257,2023,FFMCS,VALPARAÍSO,REGIONAL,COMUNICACIONES PACIFICO SPA,COMUNICACIONES PACIFICO SPA,76670464-6,Borrador,1,5499824,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77257 - COMUNICACIONES PACIFICO SPA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77257 - COMUNICACIONES PACIFICO SPA/Convenio - 77257.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77257 - COMUNICACIONES PACIFICO SPA/Resolución - 77257.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76670464_6.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77257 - COMUNICACIONES PACIFICO SPA/Egreso - 77257.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77257 - COMUNICACIONES PACIFICO SPA/Rendición - 77257.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77257 - COMUNICACIONES PACIFICO SPA/Garantía - 77257.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
77181,2023,FFMCS,VALPARAÍSO,REGIONAL,COSTA COMUNICACIONES SPA,COSTA COMUNICACIONES SPA,76550952-1,Borrador,1,3470976,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77181 - COSTA COMUNICACIONES SPA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77181 - COSTA COMUNICACIONES SPA/Convenio - 77181.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77181 - COSTA COMUNICACIONES SPA/Resolución - 77181.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76550952_1.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77181 - COSTA COMUNICACIONES SPA/Egreso - 77181.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77181 - COSTA COMUNICACIONES SPA/Rendición - 77181.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77181 - COSTA COMUNICACIONES SPA/Garantía - 77181.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
70236,2023,FFMCS,VALPARAÍSO,REGIONAL,PRELUDIO COMUNICACIONES SPA,PRELUDIO COMUNICACIONES SPA,76809015-7,Borrador,1,3997363,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70236 - PRELUDIO COMUNICACIONES SPA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70236 - PRELUDIO COMUNICACIONES SPA/Convenio - 70236.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70236 - PRELUDIO COMUNICACIONES SPA/Resolución - 70236.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76809015_7.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70236 - PRELUDIO COMUNICACIONES SPA/Egreso - 70236.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70236 - PRELUDIO COMUNICACIONES SPA/Rendición - 70236.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70236 - PRELUDIO COMUNICACIONES SPA/Garantía - 70236.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
77562,2023,FFMCS,VALPARAÍSO,REGIONAL,RADIO PORTALES VALPARAISO S.A.,RADIO PORTALES VALPARAISO S.A.,91088000-4,Borrador,1,3592642,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77562 - RADIO PORTALES VALPARAISO S.A.,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77562 - RADIO PORTALES VALPARAISO S.A./Convenio - 77562.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77562 - RADIO PORTALES VALPARAISO S.A./Resolución - 77562.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_91088000_4.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77562 - RADIO PORTALES VALPARAISO S.A./Egreso - 77562.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77562 - RADIO PORTALES VALPARAISO S.A./Rendición - 77562.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77562 - RADIO PORTALES VALPARAISO S.A./Garantía - 77562.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
74919,2023,FFMCS,VALPARAÍSO,REGIONAL,MANUEL ALFONSO DÍAZ VILLAGRÁN,MANUEL ALFONSO DÍAZ VILLAGRÁN,8055180-0,Borrador,1,2390000,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74919 - MANUEL ALFONSO DÍAZ VILLAGRÁN,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74919 - MANUEL ALFONSO DÍAZ VILLAGRÁN/Convenio - 74919.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74919 - MANUEL ALFONSO DÍAZ VILLAGRÁN/Resolución - 74919.pdf,,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74919 - MANUEL ALFONSO DÍAZ VILLAGRÁN/Egreso - 74919.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74919 - MANUEL ALFONSO DÍAZ VILLAGRÁN/Rendición - 74919.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74919 - MANUEL ALFONSO DÍAZ VILLAGRÁN/Garantía - 74919.pdf,ALTA,ALTA,,ALTA,ALTA,ALTA,5,Sin certificado,
77412,2023,FFMCS,VALPARAÍSO,REGIONAL,SOCIEDAD RADIODIFUSORA Y TELEVISION CRYSTAL LIMITADA,SOCIEDAD RADIODIFUSORA Y TELEVISION CRYSTAL LIMITADA,78474340-3,Borrador,1,3999287,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77412 - SOCIEDAD RADIODIFUSORA Y TELEVISION CRYSTAL LIMITADA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77412 - SOCIEDAD RADIODIFUSORA Y TELEVISION CRYSTAL LIMITADA/Convenio - 77412.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77412 - SOCIEDAD RADIODIFUSORA Y TELEVISION CRYSTAL LIMITADA/Resolución - 77412.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_78474340_3.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77412 - SOCIEDAD RADIODIFUSORA Y TELEVISION CRYSTAL LIMITADA/Egreso - 77412.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77412 - SOCIEDAD RADIODIFUSORA Y TELEVISION CRYSTAL LIMITADA/Rendición - 77412.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
77176,2023,FFMCS,VALPARAÍSO,REGIONAL,FELIPE IGNACIO GUERRA ESPINOZA,FELIPE IGNACIO GUERRA ESPINOZA,15056321-6,Borrador,1,5339751,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77176 - FELIPE IGNACIO GUERRA ESPINOZA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77176 - FELIPE IGNACIO GUERRA ESPINOZA/Convenio - 77176.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77176 - FELIPE IGNACIO GUERRA ESPINOZA/Resolución - 77176.pdf,,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77176 - FELIPE IGNACIO GUERRA ESPINOZA/Egreso - 77176.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77176 - FELIPE IGNACIO GUERRA ESPINOZA/Rendición - 77176.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77176 - FELIPE IGNACIO GUERRA ESPINOZA/Garantía - 77176.pdf,ALTA,ALTA,,ALTA,ALTA,ALTA,5,Sin certificado,
77305,2023,FFMCS,VALPARAÍSO,REGIONAL,OSMÁN SANTIAGO BRICHETTO AGUILERA,OSMÁN SANTIAGO BRICHETTO AGUILERA,6650239-2,Borrador,1,3980000,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77305 - OSMÁN SANTIAGO BRICHETTO AGUILERA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77305 - OSMÁN SANTIAGO BRICHETTO AGUILERA/Convenio - 77305.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77305 - OSMÁN SANTIAGO BRICHETTO AGUILERA/Resolución - 77305.pdf,,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77305 - OSMÁN SANTIAGO BRICHETTO AGUILERA/Egreso - 77305.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77305 - OSMÁN SANTIAGO BRICHETTO AGUILERA/Rendición - 77305.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77305 - OSMÁN SANTIAGO BRICHETTO AGUILERA/Garantía - 77305.pdf,ALTA,ALTA,,ALTA,ALTA,ALTA,5,Sin certificado,
70037,2023,FFMCS,VALPARAÍSO,REGIONAL,HUGO ALEXIS MÉNDEZ DÍAZ,HUGO ALEXIS MÉNDEZ DÍAZ,11359302-4,Borrador,1,3961361,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70037 - HUGO ALEXIS MÉNDEZ DÍAZ,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70037 - HUGO ALEXIS MÉNDEZ DÍAZ/Convenio - 70037.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70037 - HUGO ALEXIS MÉNDEZ DÍAZ/Resolución - 70037.pdf,,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70037 - HUGO ALEXIS MÉNDEZ DÍAZ/Egreso - 70037.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70037 - HUGO ALEXIS MÉNDEZ DÍAZ/Rendición - 70037.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70037 - HUGO ALEXIS MÉNDEZ DÍAZ/Garantía - 70037.pdf,ALTA,ALTA,,ALTA,ALTA,ALTA,5,Sin certificado,
73951,2023,FFMCS,VALPARAÍSO,REGIONAL,RAQUEL MARGARITA CONCHA PRADO,RAQUEL MARGARITA CONCHA PRADO,12022576-6,Borrador,1,3900000,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73951 - RAQUEL MARGARITA CONCHA PRADO,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73951 - RAQUEL MARGARITA CONCHA PRADO/Convenio - 73951.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73951 - RAQUEL MARGARITA CONCHA PRADO/Resolución - 73951.pdf,,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73951 - RAQUEL MARGARITA CONCHA PRADO/Egreso - 73951.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73951 - RAQUEL MARGARITA CONCHA PRADO/Rendición - 73951.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73951 - RAQUEL MARGARITA CONCHA PRADO/Garantía - 73951.pdf,ALTA,ALTA,,ALTA,ALTA,ALTA,5,Sin certificado,
76889,2023,FFMCS,VALPARAÍSO,REGIONAL,SILVIA MIROSLAVA DEL CARMEN GUERRA YERKOVIC,SILVIA MIROSLAVA DEL CARMEN GUERRA YERKOVIC,6572650-5,Borrador,1,3600000,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76889 - SILVIA MIROSLAVA DEL CARMEN GUERRA YERKOVIC,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76889 - SILVIA MIROSLAVA DEL CARMEN GUERRA YERKOVIC/Convenio - 76889.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76889 - SILVIA MIROSLAVA DEL CARMEN GUERRA YERKOVIC/Resolución - 76889.pdf,,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76889 - SILVIA MIROSLAVA DEL CARMEN GUERRA YERKOVIC/Egreso - 76889.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76889 - SILVIA MIROSLAVA DEL CARMEN GUERRA YERKOVIC/Rendición - 76889.pdf,,ALTA,ALTA,,ALTA,ALTA,,4,Sin certificado,
77482,2023,FFMCS,VALPARAÍSO,REGIONAL,COMUNICACIONES ACONCAGUA SPA.,COMUNICACIONES ACONCAGUA SPA.,76781252-3,Borrador,1,3599980,1562,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77482 - COMUNICACIONES ACONCAGUA SPA.,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77482 - COMUNICACIONES ACONCAGUA SPA./Convenio - 77482.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77482 - COMUNICACIONES ACONCAGUA SPA./Resolución - 77482.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76781252_3.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77482 - COMUNICACIONES ACONCAGUA SPA./Egreso - 77482.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77482 - COMUNICACIONES ACONCAGUA SPA./Rendición - 77482.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77482 - COMUNICACIONES ACONCAGUA SPA./Garantía - 77482.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
74637,2023,FFMCS,VALPARAÍSO,REGIONAL,RADIO Y TELEVISION DE CASABLANCA SPA,RADIO Y TELEVISION DE CASABLANCA SPA,77306600-0,Borrador,1,4000000,1562,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74637 - RADIO Y TELEVISION DE CASABLANCA SPA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74637 - RADIO Y TELEVISION DE CASABLANCA SPA/Convenio - 74637.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74637 - RADIO Y TELEVISION DE CASABLANCA SPA/Resolución - 74637.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_77306600_0.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74637 - RADIO Y TELEVISION DE CASABLANCA SPA/Egreso - 74637.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74637 - RADIO Y TELEVISION DE CASABLANCA SPA/Rendición - 74637.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
75516,2023,FFMCS,VALPARAÍSO,REGIONAL,COMUNICACIONES HUMBERTO RAFAEL LÓPEZ VERGARA E.I.R.L.,COMUNICACIONES HUMBERTO RAFAEL LÓPEZ VERGARA E.I.R.L.,76458816-9,Borrador,1,3999370,1562,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75516 - COMUNICACIONES HUMBERTO RAFAEL LÓPEZ VERGARA E.I.R.L.,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75516 - COMUNICACIONES HUMBERTO RAFAEL LÓPEZ VERGARA E.I.R.L./Convenio - 75516.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75516 - COMUNICACIONES HUMBERTO RAFAEL LÓPEZ VERGARA E.I.R.L./Resolución - 75516.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76458816_9.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75516 - COMUNICACIONES HUMBERTO RAFAEL LÓPEZ VERGARA E.I.R.L./Egreso - 75516.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75516 - COMUNICACIONES HUMBERTO RAFAEL LÓPEZ VERGARA E.I.R.L./Rendición - 75516.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75516 - COMUNICACIONES HUMBERTO RAFAEL LÓPEZ VERGARA E.I.R.L./Garantía - 75516.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
73021,2023,FFOIP,VALPARAÍSO,COMUNAL,AGRUPACIÓN COMUNITARIA PURA VIDA MADREBEBÉ,AGRUPACIÓN COMUNITARIA PURA VIDA MADREBEBÉ,65168656-3,Borrador,1,1958920,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73021 - AGRUPACIÓN COMUNITARIA PURA VIDA MADREBEBÉ,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73021 - AGRUPACIÓN COMUNITARIA PURA VIDA MADREBEBÉ/Convenio - 73021.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73021 - AGRUPACIÓN COMUNITARIA PURA VIDA MADREBEBÉ/Resolución - 73021.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65168656_3.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73021 - AGRUPACIÓN COMUNITARIA PURA VIDA MADREBEBÉ/Egreso - 73021.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73021 - AGRUPACIÓN COMUNITARIA PURA VIDA MADREBEBÉ/Rendición - 73021.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73021 - AGRUPACIÓN COMUNITARIA PURA VIDA MADREBEBÉ/Garantía - 73021.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
72057,2023,FFOIP,VALPARAÍSO,COMUNAL,AGRUPACIÓN DE CLUBES DE ADULTO MAYOR DE PLACILLA,AGRUPACIÓN DE CLUBES DE ADULTO MAYOR DE PLACILLA,65103264-4,Borrador,1,2000000,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72057 - AGRUPACIÓN DE CLUBES DE ADULTO MAYOR DE PLACILLA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72057 - AGRUPACIÓN DE CLUBES DE ADULTO MAYOR DE PLACILLA/Convenio - 72057.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72057 - AGRUPACIÓN DE CLUBES DE ADULTO MAYOR DE PLACILLA/Resolución - 72057.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65103264_4.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72057 - AGRUPACIÓN DE CLUBES DE ADULTO MAYOR DE PLACILLA/Egreso - 72057.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72057 - AGRUPACIÓN DE CLUBES DE ADULTO MAYOR DE PLACILLA/Rendición - 72057.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72057 - AGRUPACIÓN DE CLUBES DE ADULTO MAYOR DE PLACILLA/Garantía - 72057.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
75192,2023,FFOIP,VALPARAÍSO,COMUNAL,AGRUPACIÓN TERCERA EDAD Y PACIENTES CRÓNICOS VERDE ESPERANZA,AGRUPACIÓN TERCERA EDAD Y PACIENTES CRÓNICOS VERDE ESPERANZA,65024230-0,Borrador,1,2000000,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75192 - AGRUPACIÓN TERCERA EDAD Y PACIENTES CRÓNICOS VERDE ESPERANZA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75192 - AGRUPACIÓN TERCERA EDAD Y PACIENTES CRÓNICOS VERDE ESPERANZA/Convenio - 75192.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75192 - AGRUPACIÓN TERCERA EDAD Y PACIENTES CRÓNICOS VERDE ESPERANZA/Resolución - 75192.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65024230_0.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75192 - AGRUPACIÓN TERCERA EDAD Y PACIENTES CRÓNICOS VERDE ESPERANZA/Egreso - 75192.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75192 - AGRUPACIÓN TERCERA EDAD Y PACIENTES CRÓNICOS VERDE ESPERANZA/Rendición - 75192.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75192 - AGRUPACIÓN TERCERA EDAD Y PACIENTES CRÓNICOS VERDE ESPERANZA/Garantía - 75192.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
76761,2023,FFOIP,VALPARAÍSO,COMUNAL,APODERADOS Y AMIGOS DEL GRUPO SCOUT CAPITAN AQUILES RAMIREZ,APODERADOS Y AMIGOS DEL GRUPO SCOUT CAPITAN AQUILES RAMIREZ,65106589-5,Borrador,1,2000000,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76761 - APODERADOS Y AMIGOS DEL GRUPO SCOUT CAPITAN AQUILES RAMIREZ,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76761 - APODERADOS Y AMIGOS DEL GRUPO SCOUT CAPITAN AQUILES RAMIREZ/Convenio - 76761.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76761 - APODERADOS Y AMIGOS DEL GRUPO SCOUT CAPITAN AQUILES RAMIREZ/Resolución - 76761.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65106589_5.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76761 - APODERADOS Y AMIGOS DEL GRUPO SCOUT CAPITAN AQUILES RAMIREZ/Egreso - 76761.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76761 - APODERADOS Y AMIGOS DEL GRUPO SCOUT CAPITAN AQUILES RAMIREZ/Rendición - 76761.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76761 - APODERADOS Y AMIGOS DEL GRUPO SCOUT CAPITAN AQUILES RAMIREZ/Garantía - 76761.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
