folio,ano,fondo,region,alcance,razon_social,nombre_fantasia,rut,estado_sira,cuotas_declaradas,monto_garantia,acto_admin_numero,carpeta_folio,convenio_pdf,acto_admin_pdf,certificado_pdf,voucher_pdf,rendicion_pdf,garantia_pdf,confianza_convenio,confianza_acto,confianza_certificado,confianza_voucher,confianza_rendicion,confianza_garantia,n_archivos_encontrados,observaciones,estado_carga
72537,2023,FFOIP,VALPARAÍSO,COMUNAL,ASOCIACIÓN DEPORTIVA PEDRO AGUIRRE CERDA,ASOCIACIÓN DEPORTIVA PEDRO AGUIRRE CERDA,65223780-0,Borrador,1,2000000,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72537 - ASOCIACIÓN DEPORTIVA PEDRO AGUIRRE CERDA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72537 - ASOCIACIÓN DEPORTIVA PEDRO AGUIRRE CERDA/Convenio - 72537.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72537 - ASOCIACIÓN DEPORTIVA PEDRO AGUIRRE CERDA/Resolución - 72537.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65223780_0.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72537 - ASOCIACIÓN DEPORTIVA PEDRO AGUIRRE CERDA/Egreso - 72537.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72537 - ASOCIACIÓN DEPORTIVA PEDRO AGUIRRE CERDA/Rendición - 72537.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72537 - ASOCIACIÓN DEPORTIVA PEDRO AGUIRRE CERDA/Garantía - 72537.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
73834,2023,FFOIP,VALPARAÍSO,COMUNAL,CLUB ADULTO MAYOR ACTIVA Y JOVIALES,CLUB ADULTO MAYOR ACTIVA Y JOVIALES,65221329-4,Borrador,1,1804200,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73834 - CLUB ADULTO MAYOR ACTIVA Y JOVIALES,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73834 - CLUB ADULTO MAYOR ACTIVA Y JOVIALES/Convenio - 73834.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73834 - CLUB ADULTO MAYOR ACTIVA Y JOVIALES/Resolución - 73834.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65221329_4.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73834 - CLUB ADULTO MAYOR ACTIVA Y JOVIALES/Egreso - 73834.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73834 - CLUB ADULTO MAYOR ACTIVA Y JOVIALES/Rendición - 73834.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73834 - CLUB ADULTO MAYOR ACTIVA Y JOVIALES/Garantía - 73834.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
72754,2023,FFOIP,VALPARAÍSO,COMUNAL,CLUB DE ADULTO MAYOR SONRISA Y CORAZONES,CLUB DE ADULTO MAYOR SONRISA Y CORAZONES,65047836-3,Borrador,1,1787598,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72754 - CLUB DE ADULTO MAYOR SONRISA Y CORAZONES,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72754 - CLUB DE ADULTO MAYOR SONRISA Y CORAZONES/Convenio - 72754.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72754 - CLUB DE ADULTO MAYOR SONRISA Y CORAZONES/Resolución - 72754.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65047836_3.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72754 - CLUB DE ADULTO MAYOR SONRISA Y CORAZONES/Egreso - 72754.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72754 - CLUB DE ADULTO MAYOR SONRISA Y CORAZONES/Rendición - 72754.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72754 - CLUB DE ADULTO MAYOR SONRISA Y CORAZONES/Garantía - 72754.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
76437,2023,FFOIP,VALPARAÍSO,COMUNAL,CLUB DEPORTIVO CHILE WANDERERS,CLUB DEPORTIVO CHILE WANDERERS,65257700-8,Borrador,1,1899940,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76437 - CLUB DEPORTIVO CHILE WANDERERS,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76437 - CLUB DEPORTIVO CHILE WANDERERS/Convenio - 76437.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76437 - CLUB DEPORTIVO CHILE WANDERERS/Resolución - 76437.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65257700_8.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76437 - CLUB DEPORTIVO CHILE WANDERERS/Egreso - 76437.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76437 - CLUB DEPORTIVO CHILE WANDERERS/Rendición - 76437.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76437 - CLUB DEPORTIVO CHILE WANDERERS/Garantía - 76437.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
75741,2023,FFOIP,VALPARAÍSO,COMUNAL,CLUB DEPORTIVO NEW CRUSADERS,CLUB DEPORTIVO NEW CRUSADERS,65024905-4,Borrador,1,1799541,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75741 - CLUB DEPORTIVO NEW CRUSADERS,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75741 - CLUB DEPORTIVO NEW CRUSADERS/Convenio - 75741.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75741 - CLUB DEPORTIVO NEW CRUSADERS/Resolución - 75741.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65024905_4.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75741 - CLUB DEPORTIVO NEW CRUSADERS/Egreso - 75741.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75741 - CLUB DEPORTIVO NEW CRUSADERS/Rendición - 75741.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75741 - CLUB DEPORTIVO NEW CRUSADERS/Garantía - 75741.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
70373,2023,FFOIP,VALPARAÍSO,COMUNAL,CLUB DEPORTIVO VILLARRICA,CLUB DEPORTIVO VILLARRICA,71580200-7,Borrador,1,1995000,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70373 - CLUB DEPORTIVO VILLARRICA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70373 - CLUB DEPORTIVO VILLARRICA/Convenio - 70373.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70373 - CLUB DEPORTIVO VILLARRICA/Resolución - 70373.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_71580200_7.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70373 - CLUB DEPORTIVO VILLARRICA/Egreso - 70373.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70373 - CLUB DEPORTIVO VILLARRICA/Rendición - 70373.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
73166,2023,FFOIP,VALPARAÍSO,COMUNAL,CLUB SOCIAL Y DEPORTIVO OROMPELLO,CLUB SOCIAL Y DEPORTIVO OROMPELLO,81826700-2,Borrador,1,1999600,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73166 - CLUB SOCIAL Y DEPORTIVO OROMPELLO,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73166 - CLUB SOCIAL Y DEPORTIVO OROMPELLO/Convenio - 73166.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73166 - CLUB SOCIAL Y DEPORTIVO OROMPELLO/Resolución - 73166.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_81826700_2.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73166 - CLUB SOCIAL Y DEPORTIVO OROMPELLO/Egreso - 73166.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73166 - CLUB SOCIAL Y DEPORTIVO OROMPELLO/Rendición - 73166.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73166 - CLUB SOCIAL Y DEPORTIVO OROMPELLO/Garantía - 73166.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
75606,2023,FFOIP,VALPARAÍSO,COMUNAL,COMITE TIERRAS ROJAS LAGUNA VERDE,COMITE TIERRAS ROJAS LAGUNA VERDE,65204921-4,Borrador,1,2000000,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75606 - COMITE TIERRAS ROJAS LAGUNA VERDE,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75606 - COMITE TIERRAS ROJAS LAGUNA VERDE/Convenio - 75606.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75606 - COMITE TIERRAS ROJAS LAGUNA VERDE/Resolución - 75606.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65204921_4.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75606 - COMITE TIERRAS ROJAS LAGUNA VERDE/Egreso - 75606.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75606 - COMITE TIERRAS ROJAS LAGUNA VERDE/Rendición - 75606.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75606 - COMITE TIERRAS ROJAS LAGUNA VERDE/Garantía - 75606.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
70311,2023,FFOIP,VALPARAÍSO,REGIONAL,CORPORACIÓN PILARES,CORPORACIÓN PILARES,65086814-5,Borrador,1,3992859,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70311 - CORPORACIÓN PILARES,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70311 - CORPORACIÓN PILARES/Convenio - 70311.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70311 - CORPORACIÓN PILARES/Resolución - 70311.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65086814_5.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70311 - CORPORACIÓN PILARES/Egreso - 70311.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70311 - CORPORACIÓN PILARES/Rendición - 70311.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70311 - CORPORACIÓN PILARES/Garantía - 70311.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
75822,2023,FFOIP,VALPARAÍSO,COMUNAL,"FUNDACION CADENA DE FAVORES CHILE, POR LA EQUIDAD SOCIAL","FUNDACION CADENA DE FAVORES CHILE, POR LA EQUIDAD SOCIAL",65192718-8,Borrador,1,1998000,272-074,"/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75822 - FUNDACION CADENA DE FAVORES CHILE, POR LA EQUIDAD SOCIAL","/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75822 - FUNDACION CADENA DE FAVORES CHILE, POR LA EQUIDAD SOCIAL/Convenio - 75822.pdf","/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75822 - FUNDACION CADENA DE FAVORES CHILE, POR LA EQUIDAD SOCIAL/Resolución - 75822.pdf",/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65192718_8.pdf,"/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75822 - FUNDACION CADENA DE FAVORES CHILE, POR LA EQUIDAD SOCIAL/Egreso - 75822.pdf","/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75822 - FUNDACION CADENA DE FAVORES CHILE, POR LA EQUIDAD SOCIAL/Rendición - 75822.pdf","/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75822 - FUNDACION CADENA DE FAVORES CHILE, POR LA EQUIDAD SOCIAL/Garantía - 75822.pdf",ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
69453,2023,FFOIP,VALPARAÍSO,COMUNAL,FUNDACIÓN IMPULSA 21,FUNDACIÓN IMPULSA 21,65198804-7,Borrador,1,1999750,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/69453 - FUNDACIÓN IMPULSA 21,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/69453 - FUNDACIÓN IMPULSA 21/Convenio - 69453.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/69453 - FUNDACIÓN IMPULSA 21/Resolución - 69453.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65198804_7.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/69453 - FUNDACIÓN IMPULSA 21/Egreso - 69453.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/69453 - FUNDACIÓN IMPULSA 21/Rendición - 69453.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/69453 - FUNDACIÓN IMPULSA 21/Garantía - 69453.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
75082,2023,FFOIP,VALPARAÍSO,COMUNAL,FUNDACIÓN KURMI PARA LA PROMOCIÓN DE CULTURA INCLUSIVA Y UN MEDIO AMBIENTE SUSTENTABLE,FUNDACIÓN KURMI PARA LA PROMOCIÓN DE CULTURA INCLUSIVA Y UN MEDIO AMBIENTE SUSTENTABLE,65216258-4,Borrador,1,1998650,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75082 - FUNDACIÓN KURMI PARA LA PROMOCIÓN DE CULTURA INCLUSIVA Y UN MEDIO AMBIENTE SUSTENTABLE,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75082 - FUNDACIÓN KURMI PARA LA PROMOCIÓN DE CULTURA INCLUSIVA Y UN MEDIO AMBIENTE SUSTENTABLE/Convenio - 75082.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75082 - FUNDACIÓN KURMI PARA LA PROMOCIÓN DE CULTURA INCLUSIVA Y UN MEDIO AMBIENTE SUSTENTABLE/Resolución - 75082.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65216258_4.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75082 - FUNDACIÓN KURMI PARA LA PROMOCIÓN DE CULTURA INCLUSIVA Y UN MEDIO AMBIENTE SUSTENTABLE/Egreso - 75082.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75082 - FUNDACIÓN KURMI PARA LA PROMOCIÓN DE CULTURA INCLUSIVA Y UN MEDIO AMBIENTE SUSTENTABLE/Rendición - 75082.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
75331,2023,FFOIP,VALPARAÍSO,COMUNAL,FUNDACION TRAMA RURAL,FUNDACION TRAMA RURAL,53334653-7,Borrador,1,1800000,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75331 - FUNDACION TRAMA RURAL,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75331 - FUNDACION TRAMA RURAL/Convenio - 75331.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75331 - FUNDACION TRAMA RURAL/Resolución - 75331.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_53334653_7.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75331 - FUNDACION TRAMA RURAL/Egreso - 75331.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75331 - FUNDACION TRAMA RURAL/Rendición - 75331.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75331 - FUNDACION TRAMA RURAL/Garantía - 75331.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
75127,2023,FFOIP,VALPARAÍSO,COMUNAL,FUNDACIÓN TRUEKE,FUNDACIÓN TRUEKE,65199484-5,Borrador,1,1904970,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75127 - FUNDACIÓN TRUEKE,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75127 - FUNDACIÓN TRUEKE/Convenio - 75127.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75127 - FUNDACIÓN TRUEKE/Resolución - 75127.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65199484_5.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75127 - FUNDACIÓN TRUEKE/Egreso - 75127.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75127 - FUNDACIÓN TRUEKE/Rendición - 75127.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75127 - FUNDACIÓN TRUEKE/Garantía - 75127.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
75064,2023,FFOIP,VALPARAÍSO,COMUNAL,GRUPO FOLCLORICO ALMA JOVEN,GRUPO FOLCLORICO ALMA JOVEN,65095022-4,Borrador,1,1999920,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75064 - GRUPO FOLCLORICO ALMA JOVEN,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75064 - GRUPO FOLCLORICO ALMA JOVEN/Convenio - 75064.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75064 - GRUPO FOLCLORICO ALMA JOVEN/Resolución - 75064.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65095022_4.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75064 - GRUPO FOLCLORICO ALMA JOVEN/Egreso - 75064.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75064 - GRUPO FOLCLORICO ALMA JOVEN/Rendición - 75064.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75064 - GRUPO FOLCLORICO ALMA JOVEN/Garantía - 75064.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
76171,2023,FFOIP,VALPARAÍSO,COMUNAL,JUNTA DE VECINOS JOSÉ MIGUEL CARRERA,JUNTA DE VECINOS JOSÉ MIGUEL CARRERA,65885070-9,Borrador,1,1911200,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76171 - JUNTA DE VECINOS JOSÉ MIGUEL CARRERA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76171 - JUNTA DE VECINOS JOSÉ MIGUEL CARRERA/Convenio - 76171.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76171 - JUNTA DE VECINOS JOSÉ MIGUEL CARRERA/Resolución - 76171.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65885070_9.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76171 - JUNTA DE VECINOS JOSÉ MIGUEL CARRERA/Egreso - 76171.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76171 - JUNTA DE VECINOS JOSÉ MIGUEL CARRERA/Rendición - 76171.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76171 - JUNTA DE VECINOS JOSÉ MIGUEL CARRERA/Garantía - 76171.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
74903,2023,FFOIP,VALPARAÍSO,COMUNAL,JUNTA DE VECINOS VILLA EL MIRADOR UVN 11,JUNTA DE VECINOS VILLA EL MIRADOR UVN 11,75611400-K,Borrador,1,2000000,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74903 - JUNTA DE VECINOS VILLA EL MIRADOR UVN 11,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74903 - JUNTA DE VECINOS VILLA EL MIRADOR UVN 11/Convenio - 74903.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74903 - JUNTA DE VECINOS VILLA EL MIRADOR UVN 11/Resolución - 74903.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_75611400_K.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74903 - JUNTA DE VECINOS VILLA EL MIRADOR UVN 11/Egreso - 74903.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74903 - JUNTA DE VECINOS VILLA EL MIRADOR UVN 11/Rendición - 74903.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74903 - JUNTA DE VECINOS VILLA EL MIRADOR UVN 11/Garantía - 74903.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
74631,2023,FFOIP,VALPARAÍSO,COMUNAL,PROYECTO GIRASOL,PROYECTO GIRASOL,65207819-2,Borrador,1,1999760,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74631 - PROYECTO GIRASOL,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74631 - PROYECTO GIRASOL/Convenio - 74631.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74631 - PROYECTO GIRASOL/Resolución - 74631.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65207819_2.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74631 - PROYECTO GIRASOL/Egreso - 74631.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74631 - PROYECTO GIRASOL/Rendición - 74631.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74631 - PROYECTO GIRASOL/Garantía - 74631.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
