folio,ano,fondo,region,alcance,razon_social,nombre_fantasia,rut,estado_sira,cuotas_declaradas,monto_garantia,acto_admin_numero,carpeta_folio,convenio_pdf,acto_admin_pdf,certificado_pdf,voucher_pdf,rendicion_pdf,garantia_pdf,confianza_convenio,confianza_acto,confianza_certificado,confianza_voucher,confianza_rendicion,confianza_garantia,n_archivos_encontrados,observaciones,estado_carga
69928,2023,FFOIP,VALPARAÍSO,COMUNAL,CASA CULTURAL EL CHAGUAL,CASA CULTURAL EL CHAGUAL,65189954-0,Borrador,1,1820000,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/69928 - CASA CULTURAL EL CHAGUAL,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/69928 - CASA CULTURAL EL CHAGUAL/Convenio - 69928.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/69928 - CASA CULTURAL EL CHAGUAL/Resolución - 69928.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65189954_0.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/69928 - CASA CULTURAL EL CHAGUAL/Egreso - 69928.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/69928 - CASA CULTURAL EL CHAGUAL/Rendición - 69928.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/69928 - CASA CULTURAL EL CHAGUAL/Garantía - 69928.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
76359,2023,FFOIP,VALPARAÍSO,COMUNAL,UNION COMUNAL DE JUNTAS DE VECINOS DE OLMUE,UNION COMUNAL DE JUNTAS DE VECINOS DE OLMUE,75075100-8,Borrador,1,1800000,272-074,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76359 - UNION COMUNAL DE JUNTAS DE VECINOS DE OLMUE,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76359 - UNION COMUNAL DE JUNTAS DE VECINOS DE OLMUE/Convenio - 76359.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76359 - UNION COMUNAL DE JUNTAS DE VECINOS DE OLMUE/Resolución - 76359.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_75075100_8.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76359 - UNION COMUNAL DE JUNTAS DE VECINOS DE OLMUE/Egreso - 76359.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76359 - UNION COMUNAL DE JUNTAS DE VECINOS DE OLMUE/Rendición - 76359.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76359 - UNION COMUNAL DE JUNTAS DE VECINOS DE OLMUE/Garantía - 76359.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
72964,2023,FFOIP,VALPARAÍSO,COMUNAL,ASOCIACION DE PADRES Y AMIGOS DE LOS AUTISTAS ASPAUT V REGION,ASOCIACION DE PADRES Y AMIGOS DE LOS AUTISTAS ASPAUT V REGION,71578700-8,Borrador,1,1998990,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72964 - ASOCIACION DE PADRES Y AMIGOS DE LOS AUTISTAS ASPAUT V REGION,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72964 - ASOCIACION DE PADRES Y AMIGOS DE LOS AUTISTAS ASPAUT V REGION/Convenio - 72964.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72964 - ASOCIACION DE PADRES Y AMIGOS DE LOS AUTISTAS ASPAUT V REGION/Resolución - 72964.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_71578700_8.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72964 - ASOCIACION DE PADRES Y AMIGOS DE LOS AUTISTAS ASPAUT V REGION/Egreso - 72964.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72964 - ASOCIACION DE PADRES Y AMIGOS DE LOS AUTISTAS ASPAUT V REGION/Rendición - 72964.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72964 - ASOCIACION DE PADRES Y AMIGOS DE LOS AUTISTAS ASPAUT V REGION/Garantía - 72964.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
76284,2023,FFOIP,VALPARAÍSO,COMUNAL,CLUB DE ADULTO MAYOR ARMONIA,CLUB DE ADULTO MAYOR ARMONIA,53334650-2,Borrador,1,1996700,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76284 - CLUB DE ADULTO MAYOR ARMONIA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76284 - CLUB DE ADULTO MAYOR ARMONIA/Convenio - 76284.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76284 - CLUB DE ADULTO MAYOR ARMONIA/Resolución - 76284.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_53334650_2.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76284 - CLUB DE ADULTO MAYOR ARMONIA/Egreso - 76284.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76284 - CLUB DE ADULTO MAYOR ARMONIA/Rendición - 76284.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76284 - CLUB DE ADULTO MAYOR ARMONIA/Garantía - 76284.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
73504,2023,FFOIP,VALPARAÍSO,COMUNAL,CLUB DEPORTIVO CONCON NATIONAL,CLUB DEPORTIVO CONCON NATIONAL,72052300-0,Borrador,1,1970810,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73504 - CLUB DEPORTIVO CONCON NATIONAL,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73504 - CLUB DEPORTIVO CONCON NATIONAL/Convenio - 73504.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73504 - CLUB DEPORTIVO CONCON NATIONAL/Resolución - 73504.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_72052300_0.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73504 - CLUB DEPORTIVO CONCON NATIONAL/Egreso - 73504.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73504 - CLUB DEPORTIVO CONCON NATIONAL/Rendición - 73504.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73504 - CLUB DEPORTIVO CONCON NATIONAL/Garantía - 73504.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
75164,2023,FFOIP,VALPARAÍSO,COMUNAL,CORPORACIÓN ACCIÓN INTEGRA,CORPORACIÓN ACCIÓN INTEGRA,53333970-0,Borrador,1,1972340,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75164 - CORPORACIÓN ACCIÓN INTEGRA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75164 - CORPORACIÓN ACCIÓN INTEGRA/Convenio - 75164.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75164 - CORPORACIÓN ACCIÓN INTEGRA/Resolución - 75164.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_53333970_0.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75164 - CORPORACIÓN ACCIÓN INTEGRA/Egreso - 75164.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75164 - CORPORACIÓN ACCIÓN INTEGRA/Rendición - 75164.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
70703,2023,FFOIP,VALPARAÍSO,COMUNAL,CORPORACIÓN MAYOR VIDA,CORPORACIÓN MAYOR VIDA,65178397-6,Borrador,1,1969466,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70703 - CORPORACIÓN MAYOR VIDA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70703 - CORPORACIÓN MAYOR VIDA/Convenio - 70703.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70703 - CORPORACIÓN MAYOR VIDA/Resolución - 70703.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65178397_6.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70703 - CORPORACIÓN MAYOR VIDA/Egreso - 70703.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70703 - CORPORACIÓN MAYOR VIDA/Rendición - 70703.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70703 - CORPORACIÓN MAYOR VIDA/Garantía - 70703.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
72159,2023,FFOIP,VALPARAÍSO,COMUNAL,CORPORACIÓN ONG DE DESARROLLO COMUNIDAD LA ESCUELA IMAGINARIA.,CORPORACIÓN ONG DE DESARROLLO COMUNIDAD LA ESCUELA IMAGINARIA.,65167392-5,Borrador,1,2000000,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72159 - CORPORACIÓN ONG DE DESARROLLO COMUNIDAD LA ESCUELA IMAGINARIA.,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72159 - CORPORACIÓN ONG DE DESARROLLO COMUNIDAD LA ESCUELA IMAGINARIA./Convenio - 72159.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72159 - CORPORACIÓN ONG DE DESARROLLO COMUNIDAD LA ESCUELA IMAGINARIA./Resolución - 72159.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65167392_5.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72159 - CORPORACIÓN ONG DE DESARROLLO COMUNIDAD LA ESCUELA IMAGINARIA./Egreso - 72159.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72159 - CORPORACIÓN ONG DE DESARROLLO COMUNIDAD LA ESCUELA IMAGINARIA./Rendición - 72159.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72159 - CORPORACIÓN ONG DE DESARROLLO COMUNIDAD LA ESCUELA IMAGINARIA./Garantía - 72159.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
70196,2023,FFOIP,VALPARAÍSO,COMUNAL,FUNDACION PAPUDO,FUNDACION PAPUDO,65195303-0,Borrador,1,1867246,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70196 - FUNDACION PAPUDO,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70196 - FUNDACION PAPUDO/Convenio - 70196.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70196 - FUNDACION PAPUDO/Resolución - 70196.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65195303_0.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70196 - FUNDACION PAPUDO/Egreso - 70196.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70196 - FUNDACION PAPUDO/Rendición - 70196.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70196 - FUNDACION PAPUDO/Garantía - 70196.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
74567,2023,FFOIP,VALPARAÍSO,COMUNAL,FUNDACIÓN PUNTO ESPORA,FUNDACIÓN PUNTO ESPORA,65202294-4,Borrador,1,1999999,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74567 - FUNDACIÓN PUNTO ESPORA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74567 - FUNDACIÓN PUNTO ESPORA/Convenio - 74567.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74567 - FUNDACIÓN PUNTO ESPORA/Resolución - 74567.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65202294_4.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74567 - FUNDACIÓN PUNTO ESPORA/Egreso - 74567.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74567 - FUNDACIÓN PUNTO ESPORA/Rendición - 74567.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
75772,2023,FFOIP,VALPARAÍSO,COMUNAL,JUNTA DE VECINOS N°11 PHILLIPI,JUNTA DE VECINOS N°11 PHILLIPI,65191540-6,Borrador,1,1857390,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75772 - JUNTA DE VECINOS N°11 PHILLIPI,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75772 - JUNTA DE VECINOS N°11 PHILLIPI/Convenio - 75772.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75772 - JUNTA DE VECINOS N°11 PHILLIPI/Resolución - 75772.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65191540_6.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75772 - JUNTA DE VECINOS N°11 PHILLIPI/Egreso - 75772.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75772 - JUNTA DE VECINOS N°11 PHILLIPI/Rendición - 75772.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75772 - JUNTA DE VECINOS N°11 PHILLIPI/Garantía - 75772.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
75284,2023,FFOIP,VALPARAÍSO,COMUNAL,JUNTA DE VECINOS RECREO Y RODRÍGUEZ,JUNTA DE VECINOS RECREO Y RODRÍGUEZ,75734200-6,Borrador,1,1958011,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75284 - JUNTA DE VECINOS RECREO Y RODRÍGUEZ,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75284 - JUNTA DE VECINOS RECREO Y RODRÍGUEZ/Convenio - 75284.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75284 - JUNTA DE VECINOS RECREO Y RODRÍGUEZ/Resolución - 75284.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_75734200_6.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75284 - JUNTA DE VECINOS RECREO Y RODRÍGUEZ/Egreso - 75284.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75284 - JUNTA DE VECINOS RECREO Y RODRÍGUEZ/Rendición - 75284.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75284 - JUNTA DE VECINOS RECREO Y RODRÍGUEZ/Garantía - 75284.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
73472,2023,FFOIP,VALPARAÍSO,COMUNAL,ONG AMUN,ONG AMUN,65171161-4,Borrador,1,1968020,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73472 - ONG AMUN,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73472 - ONG AMUN/Convenio - 73472.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73472 - ONG AMUN/Resolución - 73472.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65171161_4.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73472 - ONG AMUN/Egreso - 73472.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73472 - ONG AMUN/Rendición - 73472.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73472 - ONG AMUN/Garantía - 73472.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
74874,2023,FFOIP,VALPARAÍSO,COMUNAL,ORGANIZACIÓN NO GUBERNAMENTAL DE DESARROLLO LA MATRIZ,ORGANIZACIÓN NO GUBERNAMENTAL DE DESARROLLO LA MATRIZ,65060696-5,Borrador,1,1800000,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74874 - ORGANIZACIÓN NO GUBERNAMENTAL DE DESARROLLO LA MATRIZ,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74874 - ORGANIZACIÓN NO GUBERNAMENTAL DE DESARROLLO LA MATRIZ/Convenio - 74874.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74874 - ORGANIZACIÓN NO GUBERNAMENTAL DE DESARROLLO LA MATRIZ/Resolución - 74874.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65060696_5.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74874 - ORGANIZACIÓN NO GUBERNAMENTAL DE DESARROLLO LA MATRIZ/Egreso - 74874.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74874 - ORGANIZACIÓN NO GUBERNAMENTAL DE DESARROLLO LA MATRIZ/Rendición - 74874.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74874 - ORGANIZACIÓN NO GUBERNAMENTAL DE DESARROLLO LA MATRIZ/Garantía - 74874.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
70641,2023,FFOIP,VALPARAÍSO,REGIONAL,SOMOS HUMEDAL CÓRDOVA,SOMOS HUMEDAL CÓRDOVA,65211552-7,Borrador,1,3934410,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70641 - SOMOS HUMEDAL CÓRDOVA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70641 - SOMOS HUMEDAL CÓRDOVA/Convenio - 70641.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70641 - SOMOS HUMEDAL CÓRDOVA/Resolución - 70641.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65211552_7.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70641 - SOMOS HUMEDAL CÓRDOVA/Egreso - 70641.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70641 - SOMOS HUMEDAL CÓRDOVA/Rendición - 70641.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
72936,2023,FFOIP,VALPARAÍSO,COMUNAL,FUNDACIÓN EDUCACIONAL CRUZ DEL SUR DE LAGUNA,FUNDACIÓN EDUCACIONAL CRUZ DEL SUR DE LAGUNA,65119552-7,Borrador,1,1989647,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72936 - FUNDACIÓN EDUCACIONAL CRUZ DEL SUR DE LAGUNA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72936 - FUNDACIÓN EDUCACIONAL CRUZ DEL SUR DE LAGUNA/Convenio - 72936.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72936 - FUNDACIÓN EDUCACIONAL CRUZ DEL SUR DE LAGUNA/Resolución - 72936.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65119552_7.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72936 - FUNDACIÓN EDUCACIONAL CRUZ DEL SUR DE LAGUNA/Egreso - 72936.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72936 - FUNDACIÓN EDUCACIONAL CRUZ DEL SUR DE LAGUNA/Rendición - 72936.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72936 - FUNDACIÓN EDUCACIONAL CRUZ DEL SUR DE LAGUNA/Garantía - 72936.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
72112,2023,FFOIP,VALPARAÍSO,COMUNAL,CLUB DEPORTIVO DE BASQUETBOL SENIORS DAMAS MINERVA PARRA,CLUB DEPORTIVO DE BASQUETBOL SENIORS DAMAS MINERVA PARRA,65528380-3,Borrador,1,1391554,272-083,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72112 - CLUB DEPORTIVO DE BASQUETBOL SENIORS DAMAS MINERVA PARRA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72112 - CLUB DEPORTIVO DE BASQUETBOL SENIORS DAMAS MINERVA PARRA/Convenio - 72112.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72112 - CLUB DEPORTIVO DE BASQUETBOL SENIORS DAMAS MINERVA PARRA/Resolución - 72112.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65528380_3.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72112 - CLUB DEPORTIVO DE BASQUETBOL SENIORS DAMAS MINERVA PARRA/Egreso - 72112.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72112 - CLUB DEPORTIVO DE BASQUETBOL SENIORS DAMAS MINERVA PARRA/Rendición - 72112.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72112 - CLUB DEPORTIVO DE BASQUETBOL SENIORS DAMAS MINERVA PARRA/Garantía - 72112.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
70863,2023,FFOIP,VALPARAÍSO,COMUNAL,FUNDACION SALUD PARA RAPA NUI,FUNDACION SALUD PARA RAPA NUI,53333975-1,Borrador,1,1992192,272-097,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70863 - FUNDACION SALUD PARA RAPA NUI,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70863 - FUNDACION SALUD PARA RAPA NUI/Convenio - 70863.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70863 - FUNDACION SALUD PARA RAPA NUI/Resolución - 70863.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_53333975_1.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70863 - FUNDACION SALUD PARA RAPA NUI/Egreso - 70863.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70863 - FUNDACION SALUD PARA RAPA NUI/Rendición - 70863.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
73305,2023,FFOIP,VALPARAÍSO,COMUNAL,JUNTA DE VECINOS VILLA SANTO DOMINGO,JUNTA DE VECINOS VILLA SANTO DOMINGO,65530310-3,Borrador,1,1999435,272-100,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73305 - JUNTA DE VECINOS VILLA SANTO DOMINGO,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73305 - JUNTA DE VECINOS VILLA SANTO DOMINGO/Convenio - 73305.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73305 - JUNTA DE VECINOS VILLA SANTO DOMINGO/Resolución - 73305.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_65530310_3.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73305 - JUNTA DE VECINOS VILLA SANTO DOMINGO/Egreso - 73305.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73305 - JUNTA DE VECINOS VILLA SANTO DOMINGO/Rendición - 73305.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
